id,post/keyword,comment/tweet,username,like count,replied to,reply count,2nd level comment/ reply,time created,majority_sent,majority_sarc,lang_id
31568,#Ipoh Kg Tawas & Tasek Damai dilanda Puting Beliung. Banyak rumah yang terlibat. Publish: 30-1-2022,Mana menteri? Emmmm tidur lagi lah tu..,adishukor,11,---,1,No,30/1/2022,negative,sarc,my
31569,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,Dah nk masuk musim tengkujuh ni.. tangguh la dulu klau nk gi pulau tuu,hrlina.abdllh,129,---,9,No,28/8/2022,positive,notsarc,my
31570,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,Betul. Tawakal je hari tu masa pergi sebab kawan-kawan inform hari-hari hujan.,adib.hisham,20,hrlina.abdllh,---,Yes,28/8/2022,positive,notsarc,my
31571,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,saya pun baru bAlik dri p.redang pada 22_25.alhamdulillah cuaca eluk je masa nk balik tu ombak mmg agak kuat,kiky1706_,0,hrlina.abdllh,---,Yes,29/8/2022,neutral,notsarc,my
31572,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,pkul brapa masa kejadian ni,aleyarosday_,0,hrlina.abdllh,---,Yes,30/8/2022,neutral,notsarc,my
31573,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,boleh share x kalau bln 9 24-29haribulan musim tengkujuh ke...sbb dh bayar trip ke sana.tgok kt situ n google sblm tu kata cuaca sesuai .,eizy_amanda,0,hrlina.abdllh,---,Yes,28/8/2022,neutral,notsarc,cm
31574,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,Tarikh yg sama sy nak pergi.. risau je,nzb111,0,hrlina.abdllh,---,Yes,28/8/2022,neutral,notsarc,my
31575,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,tulaa trip tiga hari dua malam pulak tu yg mmg dlm pulau.klu cuaca xokay mcmne laa ye.dh la firsttime nk ke pulau .,eizy_amanda,0,hrlina.abdllh,---,Yes,29/8/2022,neutral,notsarc,cm
31576,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,"Masa saya pegi 12/8 hritu, akak trip tu cakap bulan 8 last diorg amek trip..bulan 9-4 tutup sebab musim tengkujuh. taktau kalau org lain still nk amek",mighty.morphins,1,hrlina.abdllh,---,Yes,29/8/2022,neutral,notsarc,cm
31577,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,Kena tengok amaran dari met. Sbb kalau kita tanya agent pakej doag kata okay je,nzb111,0,hrlina.abdllh,---,Yes,29/8/2022,positive,notsarc,cm
31578,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,Sama tarikh harap² cuaca panas lah macam biasa,aliee_021,0,hrlina.abdllh,---,Yes,29/8/2022,positive,notsarc,my
31579,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,Semporna open all year.. Not affected by monsoon.,whitelilli6,62,---,2,No,28/8/2022,neutral,notsarc,en
31580,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,Bucket list ??,adib.hisham,8,whitelilli6,---,Yes,28/8/2022,neutral,notsarc,en
31581,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,oh yeke.. ingatkan semua negeri ada monsoon. means seluruh sabah ke tak terjejas or kawasan semporna je?,nakmakanuget,3,whitelilli6,---,Yes,29/8/2022,neutral,notsarc,cm
31582,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,pastu takleh gi pulau dah,masserena,3,masserena,---,Yes,29/8/2022,neutral,notsarc,my
31583,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,saya baru blk dr perhentian isnin lps...ahad petang hujan..tpksa tangguh snorkeling esoknya..alhamdulillah cerah pagi smpai ptg,yatietarmizi,7,---,2,No,28/8/2022,positive,notsarc,cm
31584,Video tragis puting beliung semasa snorkeling di Pulang Redang. Publish: 28-8-2022,"Alhamdulillah. Kami awalnya cerah, sauh turun gelap terus. Tapi snorkeling on atas pemantauan tekong.",adib.hisham,4,yatietarmizi,---,Yes,28/8/2022,positive,notsarc,cm
31585,Lokasi Tuaran & Kota Kinabalu #infoandvideofromgrup #putingbeliung #fenomenaawanarcus #pusaranawan Publish: 1-7-2022,ya allah...moga kita dilindungi semua,ellangkarmila,2,boy0ffical1,---,Yes,1/7/2022,positive,notsarc,my
31586,Lokasi Tuaran & Kota Kinabalu #infoandvideofromgrup #putingbeliung #fenomenaawanarcus #pusaranawan Publish: 1-7-2022,Seramnya.. Smg kita sentiasa dlm LindunganNYA aamiin,zzahsy,11,---,0,No,1/7/2022,positive,notsarc,my
31587,Lokasi Tuaran & Kota Kinabalu #infoandvideofromgrup #putingbeliung #fenomenaawanarcus #pusaranawan Publish: 1-7-2022,hati hati ya kejadian makin serius ????????,syania300,7,---,0,No,1/7/2022,positive,notsarc,my
31588,Lokasi Tuaran & Kota Kinabalu #infoandvideofromgrup #putingbeliung #fenomenaawanarcus #pusaranawan Publish: 1-7-2022,Yang lain di kk mana satu ni ??,aden..kacak,2,---,0,No,1/7/2022,neutral,notsarc,my
31589,Lokasi Tuaran & Kota Kinabalu #infoandvideofromgrup #putingbeliung #fenomenaawanarcus #pusaranawan Publish: 1-7-2022,mahu hati2 bulan 7 angin barat kilat kuat dan angin kencang boleh tercabut pokok dan ini disebabkan pembalakan angin tiada halangan,aswadirom,2,---,0,No,1/7/2022,neutral,notsarc,my
31590,Lokasi Tuaran & Kota Kinabalu #infoandvideofromgrup #putingbeliung #fenomenaawanarcus #pusaranawan Publish: 1-7-2022,terus ada sound oo....????,rian_amburu93,1,---,0,No,1/7/2022,neutral,notsarc,cm
31591,Lokasi Tuaran & Kota Kinabalu #infoandvideofromgrup #putingbeliung #fenomenaawanarcus #pusaranawan Publish: 1-7-2022,"sremm bnyinya,smoga kta smua dlndungi ????",lilymellyesa,1,---,0,No,10/8/2022,positive,notsarc,my
31592,20/2/2022 CHERAS #angin #ribut #cheras #putingbeliung Publish: 20-2-2022,nak salahkan sesiapa kalau kejadian macam nie..sebenarnya kita semua lalai.solat 5 waktu di tangguh2 dan kadang2 tak buat..,sahrunizamsahrul,1,sabahmajujaya,---,Yes,21/2/2022,positive,notsarc,my
31593,20/2/2022 CHERAS #angin #ribut #cheras #putingbeliung Publish: 20-2-2022,teruk rumah saya tu??,xdelyna,9,---,3,No,21/2/2022,neutral,notsarc,my
31594,20/2/2022 CHERAS #angin #ribut #cheras #putingbeliung Publish: 20-2-2022,"eh jirannn hai jirannn ?? tu la rumah awak dengan rumah sebelah lagi teruk.. rumah saya atap pecah , and bocor je..",afis2512,6,xdelyna,---,Yes,21/2/2022,neutral,notsarc,my
31595,20/2/2022 CHERAS #angin #ribut #cheras #putingbeliung Publish: 20-2-2022,cheras kat ni..moge dipermudahkan urusan korang...ujian dari nya.,roslinadimen,2,xdelyna,---,Yes,21/2/2022,positive,notsarc,my
31596,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",malam ni aku ada flight ?? semoga cuaca malam ni baik² sajaa... aminn,yinachan_,225,---,17,No,1/7/2022,positive,notsarc,my
31597,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",tadik pagi kuat btull hangin kat ruma saya??,___remon,2,yinachan_,---,Yes,1/7/2022,neutral,notsarc,my
31598,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022","In Sha Allahb, Semoga dipermudahkan urusan perjalanan , akak n smua yg dlm perjalanan , Aamiin",setaqbak,2,yinachan_,---,Yes,1/7/2022,positive,notsarc,my
31599,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",sama lah family saya pun MLM ni ada flight. tpi terpaksa cencel. sbb ahli family ada yg tak sedap hati..,hakiokio3,1,yinachan_,---,Yes,1/7/2022,neutral,notsarc,cm
31600,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",hati2 kmu smua snaa...,__.mj84,23,---,1,No,1/7/2022,positive,notsarc,my
31601,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",Patutla kuat angin tadi pagi,meersonj,165,---,6,No,1/7/2022,neutral,notsarc,my
31602,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022","ye sini pun sama tadi pagi sdh la demam saya ni ndk pandai baik"" sejuk je kuat angin tadi pagi",nurulsyahirahirah,0,meersonj,---,Yes,1/7/2022,neutral,notsarc,my
31603,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",Bkn pagi tdi je. Tmpt sy dh bape hari angin kuat. Sidai baju pun semua terbangg ????,fyezalee,0,meersonj,---,Yes,1/7/2022,neutral,notsarc,my
31604,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",Hahah???? takde laundry sinii. Sy ddk pulauu,fyezalee,0,meersonj,---,Yes,1/7/2022,neutral,notsarc,cm
31605,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",Ohh astaga patutla????,meersonj,0,meersonj,---,Yes,1/7/2022,neutral,notsarc,my
31606,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",kan kuat hujan lgi tdi pagi,feeza242,0,meersonj,---,Yes,1/7/2022,neutral,notsarc,my
31607,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",Kak bagus bawa pigi laundry????,meersonj,0,meersonj,---,Yes,1/7/2022,neutral,notsarc,cm
31608,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",astaga padahal siuk2 sy tidur tadi ??,hellohelloitsmsval,59,---,2,No,1/7/2022,neutral,notsarc,my
31609,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022","samalah, sejuk² tu angin masuk dri jendela ?? skali check family group, meriah sdh",twkndfaye,3,hellohelloitsmsval,---,Yes,1/7/2022,neutral,notsarc,cm
31610,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022","mesti drg berbicara pasal ni???? sy masuk tiktok ja trus ada.. patutlah news tv nda laku sudah, deluan tiktok cover??",hellohelloitsmsval,1,hellohelloitsmsval,---,Yes,1/7/2022,neutral,notsarc,my
31611,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022","gila pagi tadi, rasa bebegar sudah??rumah blackout terus",n.janjel,21,---,0,No,1/7/2022,negative,notsarc,cm
31612,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022","ptutlaa bgun"" my mom ribut sda ksi bangun ,angin kuat betul , trfkir lgi hari jumaat tmbh seram ??",user71737373484848,19,---,0,No,1/7/2022,neutral,notsarc,my
31613,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",Tadi pagi ka ni? Patutlah kuat angin ah,sparkleminchi_,12,---,0,No,1/7/2022,neutral,notsarc,my
31614,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",Semoga negeri kita dlm lindungan Allah swt. Aamiin????. Hati² di sana..dekat lautkan??,zya0405,7,---,0,No,1/7/2022,positive,notsarc,my
31615,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",Moga Allah berikan perlindungan,ciktah_masyitah,4,---,0,No,1/7/2022,positive,notsarc,my
31616,"Fenomena puting beliung ribut di Sabah, Negeri di bawah Bayu ?? #cikgu #kotakinabalu #ribut #sklikas #smksanzac #papar Publish: 1-7-2022",Stay safe kamu,marrimard,2,---,0,No,1/7/2022,positive,notsarc,cm
31617,"Allahuakbar. Kejadian di Meru, Ipoh. Ptg tadi.. #fyp #ribut#putingbeliung#meru#fypdongggggggg #2022 Publish: 30-1-2022",Haarp weather control,mohamatttts,1,---,0,No,31/1/2022,positive,notsarc,en
31618,"Allahuakbar. Kejadian di Meru, Ipoh. Ptg tadi.. #fyp #ribut#putingbeliung#meru#fypdongggggggg #2022 Publish: 30-1-2022",masyallah saya takot lihat ni beliung sangat kencang tapi saya duk ipoh perak ????????,wanhafiz495,1,---,0,No,31/1/2022,negative,notsarc,my
31619,"Allahuakbar. Kejadian di Meru, Ipoh. Ptg tadi.. #fyp #ribut#putingbeliung#meru#fypdongggggggg #2022 Publish: 30-1-2022",allahuakhabar ?? muda2han Allah SWT lindungi Kita semuanya aamim2 ??,zainolsaad762,1,---,0,No,31/1/2022,positive,notsarc,my
31620,"Allahuakbar. Kejadian di Meru, Ipoh. Ptg tadi.. #fyp #ribut#putingbeliung#meru#fypdongggggggg #2022 Publish: 30-1-2022",",kami duduk meru juge ??",ellynelena,1,---,0,No,4/2/2022,neutral,notsarc,my
31621,"Allahuakbar. Kejadian di Meru, Ipoh. Ptg tadi.. #fyp #ribut#putingbeliung#meru#fypdongggggggg #2022 Publish: 30-1-2022",masyaAllah takut tgk,mamayati52,0,---,0,No,22/2/2022,negative,notsarc,my
31622,30/01/2022 IPOH Putting Beliung Luar Biasa Ancam Negara. puting beliung #fyp #fyp? #storm #twister #wind #viral #viralvede #creepy #berandatiktok #berandafyp Publish: 30-1-2022,"dari mula nampak pusaran angin tu terus AZAN, percaya lah Allah Swt akan bantu,akan dia bawa angin ribut beransur² pergi dn reda.",azizahropha,187,---,3,No,31/1/2022,positive,notsarc,my
31623,30/01/2022 IPOH Putting Beliung Luar Biasa Ancam Negara. puting beliung #fyp #fyp? #storm #twister #wind #viral #viralvede #creepy #berandatiktok #berandafyp Publish: 30-1-2022,Sy percaya ramai yg AZAN..dgr dr Video2 lain. husnuzon..,kakyus_75,4,azizahropha,---,Yes,31/1/2022,positive,notsarc,my
31624,30/01/2022 IPOH Putting Beliung Luar Biasa Ancam Negara. puting beliung #fyp #fyp? #storm #twister #wind #viral #viralvede #creepy #berandatiktok #berandafyp Publish: 30-1-2022,teknologi HAARP..sebelum ni takdak apapun,zue7479,17,---,3,No,31/1/2022,negative,notsarc,my
31625,30/01/2022 IPOH Putting Beliung Luar Biasa Ancam Negara. puting beliung #fyp #fyp? #storm #twister #wind #viral #viralvede #creepy #berandatiktok #berandafyp Publish: 30-1-2022,mandai ja... puting beliung jadi bile angin panas n angin sejuk bertembung.,myrandompicks,0,zue7479,---,Yes,31/1/2022,positive,notsarc,my
31626,30/01/2022 IPOH Putting Beliung Luar Biasa Ancam Negara. puting beliung #fyp #fyp? #storm #twister #wind #viral #viralvede #creepy #berandatiktok #berandafyp Publish: 30-1-2022,Btl awak ckp.Allah yg cipta alam. Jd ada tgn jahat yg merosakkannya. Melalui sihir teknologi. Yg x percaya lantakkan depa,ummusumayyah1442h,0,zue7479,---,Yes,31/1/2022,positive,sarc,my
31627,30/01/2022 IPOH Putting Beliung Luar Biasa Ancam Negara. puting beliung #fyp #fyp? #storm #twister #wind #viral #viralvede #creepy #berandatiktok #berandafyp Publish: 30-1-2022,Allah turunkan bala dsbbkn kelalaian dan peringatan kpd manusia...,saudagarsabutkelapa,1,zue7479,---,Yes,31/1/2022,negative,notsarc,my
31628,30/01/2022 IPOH Putting Beliung Luar Biasa Ancam Negara. puting beliung #fyp #fyp? #storm #twister #wind #viral #viralvede #creepy #berandatiktok #berandafyp Publish: 30-1-2022,kuasa Allah SWT..... peringatan pd kita Semua,ciksombong8,43,---,0,No,31/1/2022,positive,notsarc,my
31629,30/01/2022 IPOH Putting Beliung Luar Biasa Ancam Negara. puting beliung #fyp #fyp? #storm #twister #wind #viral #viralvede #creepy #berandatiktok #berandafyp Publish: 30-1-2022,"Fenomena Alam Akan berlaku perubahan, dimana2 Aja..simpatilah kepada mangsa, jangan guna perkataan yg menambah.beban",dr.azzy,19,---,3,No,31/1/2022,positive,notsarc,my
31630,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",npa Kita nda terbanv ikut Tu tadi,pwrettiess_her,4,akep_anakorang,---,Yes,1/7/2022,neutral,notsarc,my
31631,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",Kau mau terbang pg la sorang2??,akep_anakorang,1,akep_anakorang,---,Yes,2/7/2022,negative,sarc,my
31632,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",Nd perna sa nmpk putting beliung,pwrettiess_her,2,akep_anakorang,---,Yes,1/7/2022,neutral,notsarc,my
31633,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",izinkan saya save yea,maisarah5555,2,---,0,No,1/7/2022,neutral,notsarc,cm
31634,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",kak hari apa yang berlaku di sana,uzumaki_naruto934729,3,---,0,No,3/7/2022,neutral,notsarc,my
31635,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",masa tu saya tengah sekolah patut lah hujan dia lebat rupa nya ada ribut ??,kaisah62,2,---,0,No,1/7/2022,neutral,notsarc,my
31636,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",Aduiiii.. ???? .. semoga semua penduduk K.K baik-baik saja ????????,niusneykay,2,---,0,No,3/7/2022,positive,notsarc,my
31637,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",brfkir lh dlam2...apa prbuatan mnusia itulh pnyebabnya bnyk yg brlaku...ok,jassfingerstyle,2,---,0,No,1/7/2022,negative,sarc,my
31638,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",Itu bukan edit tapi itu real gyus????,sabah0703,2,---,0,No,14/7/2022,neutral,notsarc,cm
31639,"1July??? Puting beliung di KK,Sabah???#sabahan #fyp? #fyp #kk Publish: 1-7-2022",tapi sekarang dah 1 July tak de pape pun ?? btw salam dari Johor????p,putrydania_dz,1,---,0,No,1/7/2022,neutral,notsarc,cm
31640,part 2 #putingbeliung #TASEKDAMAI #IPOHPERAK Publish: 30-1-2022,"tiap kali ribut, ayah aku akan azan depan pintu utama. masa ayah aku azan, aku tengok ayah mcm avenger ??",wnnrkh,305,---,6,No,15/4/2022,positive,sarc,cm
31641,part 2 #putingbeliung #TASEKDAMAI #IPOHPERAK Publish: 30-1-2022,kan sis.. arwah ayah Sy Pon sama Masa kecik kecik uma jiran terbakar arwah Azan dekat depan pintu..,hajarbasrin,0,wnnrkh,---,Yes,6/7/2022,positive,notsarc,my
31642,part 2 #putingbeliung #TASEKDAMAI #IPOHPERAK Publish: 30-1-2022,Sama.. klau ujn lebat pn ayh sy azan kuat2 dpn umh..,yuuyuns,0,wnnrkh,---,Yes,1/7/2022,positive,notsarc,my
31643,part 2 #putingbeliung #TASEKDAMAI #IPOHPERAK Publish: 30-1-2022,tapi ribut x hilang pun??????,matcool91,0,wnnrkh,---,Yes,28/6/2022,negative,sarc,my
31644,part 2 #putingbeliung #TASEKDAMAI #IPOHPERAK Publish: 30-1-2022,lakukan azan sehingga selesai... ..jangan henti azan... insyaallah dengan azan akan cepat reda ...cuba buat...jangan henti azan,jamesbondislam,2146,---,16,No,12/3/2022,positive,notsarc,my
31645,part 2 #putingbeliung #TASEKDAMAI #IPOHPERAK Publish: 30-1-2022,"CTH kebakaran: disebalik kebakaran ada benda yang join tumpang sekali iaitu syaitan ..syaitankan dicipta daripada api, sambil tu pdmkan api call bomba",jamesbondislam,67,jamesbondislam,---,Yes,31/3/2022,positive,notsarc,my
31646,part 2 #putingbeliung #TASEKDAMAI #IPOHPERAK Publish: 30-1-2022,betul tu..arwah atuk sy pun ajar mcm tu..,erienasabah27,20,jamesbondislam,---,Yes,20/4/2022,positive,notsarc,my
31647,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,Org lari dri tmpt tu kau lagi gi sana hahaha,arepexpai,1415,---,27,No,19/4/2022,negative,sarc,my
31648,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,nasib xdak kena apa2 . tidak naiyaa plak . ??,mizuljohn,16,arepexpai,---,Yes,19/4/2022,positive,notsarc,my
31649,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,Jgn brani sgt bang...bahaya tu,alang89_,26,arepexpai,---,Yes,19/4/2022,negative,notsarc,my
31650,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,cameraman always save??,madlimi_,15,arepexpai,---,Yes,19/4/2022,neutral,notsarc,en
31651,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,kalau kena jadi ironman terbang punya ??,kalzs1,2,arepexpai,---,Yes,19/4/2022,neutral,notsarc,cm
31652,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,HAHAHA risau upload sambil terbang je bang??,accountforsale123,0,arepexpai,---,Yes,19/4/2022,neutral,notsarc,cm
31653,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,BErani kerana benar??,ceo_of_rsxwhite,0,arepexpai,---,Yes,19/4/2022,positive,notsarc,my
31654,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,"bukan berani tp biaq jadi org pertama pos video ni, ngaku aja bos??",kaliaangela,0,arepexpai,---,Yes,19/4/2022,negative,sarc,my
31655,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,Bru nak kata lagutu??betoi tu oqg lagi HAHAHAHA,fifysyafi2,0,arepexpai,---,Yes,20/4/2022,neutral,notsarc,my
31656,Puting beliung berlaku di Perlis ptg nie#malaysiatiktok#allah Publish: 18-4-2022,Hehe hati kental tu,bazuramohdzain,0,arepexpai,---,Yes,19/4/2022,neutral,notsarc,my
31657,1 July 2022 #viralfyp? #skuadcrocodile #fyppppppppppppppppppppppp #fyp? #kejadiananeh puting beliung d kota kinabalu sabah... Publish: 1-7-2022,biasa la ni fenomena alam ..18 tahun hanya sekali akan terjadi ombak besar Dan angin kuat lain drpd lain,kaizo_official95,62,---,8,No,1/7/2022,positive,notsarc,my
31658,1 July 2022 #viralfyp? #skuadcrocodile #fyppppppppppppppppppppppp #fyp? #kejadiananeh puting beliung d kota kinabalu sabah... Publish: 1-7-2022,nmpk kamu ni brother pnya comen gais,janero_ryo,16,kaizo_official95,---,Yes,1/7/2022,neutral,notsarc,cm
31659,1 July 2022 #viralfyp? #skuadcrocodile #fyppppppppppppppppppppppp #fyp? #kejadiananeh puting beliung d kota kinabalu sabah... Publish: 1-7-2022,?????? dia tidur lama sgt kot.,itmeforev,0,kaizo_official95,---,Yes,1/7/2022,neutral,notsarc,my
31660,1 July 2022 #viralfyp? #skuadcrocodile #fyppppppppppppppppppppppp #fyp? #kejadiananeh puting beliung d kota kinabalu sabah... Publish: 1-7-2022,teda la ba,janero_ryo,0,kaizo_official95,---,Yes,1/7/2022,neutral,notsarc,my
31661,1 July 2022 #viralfyp? #skuadcrocodile #fyppppppppppppppppppppppp #fyp? #kejadiananeh puting beliung d kota kinabalu sabah... Publish: 1-7-2022,di sabah ptg tadi kot,didong1890,0,kaizo_official95,---,Yes,1/7/2022,neutral,notsarc,my
31662,1 July 2022 #viralfyp? #skuadcrocodile #fyppppppppppppppppppppppp #fyp? #kejadiananeh puting beliung d kota kinabalu sabah... Publish: 1-7-2022,"Biasa x kena rumah kamu,klau kena rumah kamu pasti kamu akan cakap sungguh luar biasa kuasa Allah..",MS4wLjABAAAAtm3IHCkVCcjwGN6vJlkt8t4iMAzoYMj4c05Hs0l7uQ14YYopLfzwsd7kv81YOcf2,2,kaizo_official95,---,Yes,1/7/2022,negative,sarc,my
31663,1 July 2022 #viralfyp? #skuadcrocodile #fyppppppppppppppppppppppp #fyp? #kejadiananeh puting beliung d kota kinabalu sabah... Publish: 1-7-2022,ada bagunan runtuh tk,kedah44,0,kaizo_official95,---,Yes,1/7/2022,neutral,notsarc,my
31664,1 July 2022 #viralfyp? #skuadcrocodile #fyppppppppppppppppppppppp #fyp? #kejadiananeh puting beliung d kota kinabalu sabah... Publish: 1-7-2022,"Subhanallah .. Takut tgk, rasa mcm nak kiamat ????",nazirah463only,159,---,13,No,1/7/2022,neutral,notsarc,my
31665,1 July 2022 #viralfyp? #skuadcrocodile #fyppppppppppppppppppppppp #fyp? #kejadiananeh puting beliung d kota kinabalu sabah... Publish: 1-7-2022,"jangan gitu, makcik² Facebook ghisau nanti",dmc1dante,2,nazirah463only,---,Yes,1/7/2022,positive,sarc,my
31666,"Kejadian puting beliung yg membawa angin kuat di Taman Bagan Kurnia, Kuala Lukut, Negeri Sembilan kira-kira 10.30 pagi tadi. #BeritaDiTikTok Publish: 29-9-2021",Cuba azan bila jd mcm tu . In sya allah dgn izin allah berhenti .,izharfazli,1350,---,20,No,29/9/2021,positive,notsarc,my
31667,"Kejadian puting beliung yg membawa angin kuat di Taman Bagan Kurnia, Kuala Lukut, Negeri Sembilan kira-kira 10.30 pagi tadi. #BeritaDiTikTok Publish: 29-9-2021",perempuan azan padu ??????????,presetnahdanial56,104,izharfazli,---,Yes,29/9/2021,neutral,notsarc,my
31668,"Kejadian puting beliung yg membawa angin kuat di Taman Bagan Kurnia, Kuala Lukut, Negeri Sembilan kira-kira 10.30 pagi tadi. #BeritaDiTikTok Publish: 29-9-2021",bang..betul tapi kt lampung tu ade laki so lali la kene azan,oriental_nayomi,46,izharfazli,---,Yes,29/9/2021,neutral,notsarc,cm
31669,"Kejadian puting beliung yg membawa angin kuat di Taman Bagan Kurnia, Kuala Lukut, Negeri Sembilan kira-kira 10.30 pagi tadi. #BeritaDiTikTok Publish: 29-9-2021",haah meman g dalam 1 kampung semua perempuan padu ??????????,ahahahahah042,39,izharfazli,---,Yes,29/9/2021,neutral,notsarc,my
