id,post/keyword,comment/tweet,username,like count,replied to,reply count,2nd level comment/ reply,time created,majority_sent,majority_sarc,lang_id
29529,Banjir kilat terkini 19/1/2022 #malaysia #banjirkilat #ipoh #perak #info #fyp #banjirkilat #fypp Publish: 20-1-2022,T3LHVE2H9T USE THIS CODE FOR REDDEM BIGPAY RM20,4e404b0f-94a,0,---,0,No,20/1/2022,neutral,notsarc,en
29530,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,"kalau nak buat joke pasal banjir ni jangan over sangat , kesian dekat orang susah yang bertambah susah ??",1e1ccdab-917,54,---,3,No,18/12/2021,positive,notsarc,my
29531,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,siapa buat jokess?,6682cfee-c37,1,1e1ccdab-917,---,Yes,18/12/2021,negative,sarc,cm
29532,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,banyak je video yg lalu fyp,1e1ccdab-917,2,1e1ccdab-917,---,Yes,18/12/2021,neutral,notsarc,my
29533,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,semoga org selangor dipermudahkan ya allah??,d8d88a38-043,2,---,0,No,18/12/2021,positive,notsarc,my
29534,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,ni betul harini aku pergi rumah kawan mak saya tapi banjir??,4e7199e0-4ab,2,---,0,No,18/12/2021,neutral,notsarc,my
29535,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,hati² je takut ade buaye :(,9316883f-ac5,2,---,0,No,18/12/2021,negative,notsarc,my
29536,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,alhamdullilah selangor dh ada air... semoga allah sentiasa melindungi mereka,6ccd333c-aab,1,---,0,No,18/12/2021,positive,sarc,my
29537,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,yg tgh kat kawasan banjir tu hati hati u ??,611907d8-a64,1,---,0,No,18/12/2021,positive,notsarc,my
29538,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,nasib rumah saya flat tapi tk pasti dh kena tutup ke belum :),fc91d150-0c6,0,---,0,No,18/12/2021,neutral,notsarc,my
29539,Keadaan banjir di Kg Melayu Subang. #BeritadiTikTok #Selangortiktok #banjirkilat Publish: 18-12-2021,hari hari hujan sebab tak tau lah nak cakap lagi malam sampai pagi??,7e4104b0-8ae,0,---,0,No,18/12/2021,neutral,notsarc,my
29540,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,"Kajang biasa tu,bukan ari tu ada besar kan longkang besar tu.. banjir gak.... semoga Allah permudahkan segala urusan... Aamiin ??????",a4956d26-b41,3,---,0,No,6/5/2021,positive,notsarc,my
29541,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,"klu kajang, slalu kat pasar, metro plaza, sg chua..????",08b4b4cf-17f,1,f415b432-779,---,Yes,6/5/2021,neutral,notsarc,my
29542,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,allahu akbar kajang banjir,5605193c-2e2,2,---,0,No,7/5/2021,neutral,notsarc,my
29543,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,semua ada hikmahnya allah beri ada sebb,549431d0-d3b,2,---,0,No,7/5/2021,positive,notsarc,my
29544,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,ya Allah sedih betul ...ya Allah selamat kn meraka ya Allah...,252aa488-8cd,2,---,0,No,6/5/2021,positive,notsarc,my
29545,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,"Allah huakbar ,,,,kajang itu tem aku mula2datang ke malaya ,dulu 1985 sekarang dah maju ,,,semoga hujan tidak turun lagi????",46370d33-a3b,1,---,0,No,7/5/2021,positive,notsarc,my
29546,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,kerap berlaku..sungai tu kena besarkan lagi..pendudk padat skrg..,04f7455e-3f9,1,---,1,No,7/5/2021,positive,notsarc,my
29547,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,mpkj dah pernah besarkan.. ??,08b4b4cf-17f,0,04f7455e-3f9,---,Yes,7/5/2021,neutral,notsarc,my
29548,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,milik Allah ??,2fdac8b5-51f,1,---,0,No,7/5/2021,positive,notsarc,my
29549,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,Allahuakbar.. kesian nya.. semoga dipermudahkan segala urusan,e714a2c5-ded,1,---,0,No,7/5/2021,positive,notsarc,my
29550,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,semoga tabah ujian allah,7dbf5fb5-dd3,1,---,0,No,7/5/2021,positive,notsarc,my
29551,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,Allahuakbar.dugaan bulan mulia..??,a4b68f64-afe,1,---,0,No,7/5/2021,positive,notsarc,my
29552,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,semoga baday cepat berlalu amiinyarobalalamiin,50640730-29e,1,---,0,No,7/5/2021,positive,notsarc,my
29553,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,Allahhu. Ujian dugaan di bulan Ramadhan,9375849a-13a,1,---,0,No,6/5/2021,positive,notsarc,my
29554,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,semoga ada pihak yg mnghulurkan sumbangan...inshaAllah..??,58b1737d-54e,1,---,0,No,6/5/2021,positive,notsarc,my
29555,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,insa Allah. semua kan. baik baik. .semoga. saudara q diberikan. kesabaran. dan. ikhlas. jg kesihatan. aamiin,b08cfcf8-6e7,1,---,0,No,6/5/2021,positive,notsarc,my
29556,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,ye kt atas s jeluk ni kan jalan ke klinik,337d5ab1-477,1,---,0,No,6/5/2021,neutral,notsarc,my
29557,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,yen hululangat kena juga?????????? sungaiserai,953b65b1-dbf,0,---,0,No,18/9/2021,neutral,notsarc,my
29558,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,kat umah aq tu,5c83c343-579,0,---,0,No,6/7/2021,neutral,notsarc,my
29559,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,semonga cepat surut air nya bantu doa,c1f767d1-b70,1,---,0,No,7/5/2021,positive,notsarc,my
29560,bencana alam. banjir kilat di kajang petang semalam..????#safe #banjirkilat #dugaanramadhan Publish: 6-5-2021,ya allah..sejak kerajaan pn pbbm mcm2 belaku..dulu tak ade teruk mcm skr..faham2 je lh kerajaan pecah belah org melayu,a393e257-77e,1,---,0,No,7/5/2021,negative,notsarc,my
29561,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022","Dia ckp wassalamu, aku selalu sebut gitu kalau ada benda rosak atau musnah, sama kita",4085182f-24f,8,---,0,No,8/3/2022,neutral,notsarc,my
29562,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",kalini air mellow plk,690c98eb-b64,9,---,0,No,7/3/2022,neutral,notsarc,my
29563,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",Sado brader tu,fe4216a6-ef7,4,---,1,No,8/3/2022,neutral,notsarc,my
29564,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022","selamat tinggal, trima kasih atas pinjaman",efc37032-158,2,---,0,No,8/3/2022,positive,notsarc,my
29565,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",semalam air naik sikit je kat kuala lumpur tapi...air tu makin besar sebaik semua orang selamat,0b9a1e3e-74f,2,---,0,No,8/3/2022,positive,notsarc,my
29566,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",KEDAI MAMAK BISNES DROP SEBAB AIR MILO BOLEH DAPAT FREE SEKARANG,16d9ea0f-5f3,1,---,0,No,8/3/2022,negative,sarc,cm
29567,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",gagah dok main tepi tebing tu...klu ye pn nk enterframe...beringat le same...adoy,6e978425-01c,1,---,0,No,10/3/2022,neutral,notsarc,my
29568,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022","Ya-Allah kasihanya,,, ujian Allah Ta'ala Ridha jer lah??",045a85c4-3d1,0,---,0,No,8/3/2022,positive,notsarc,my
29569,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",So it will flood more?,e1af7161-fca,0,---,0,No,8/3/2022,neutral,notsarc,en
29570,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",TAHNIAH ILLAHI..,4860cffd-c58,0,---,0,No,8/3/2022,neutral,notsarc,my
29571,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",?????? Semuga tiada kemalangan dan kehilangan jiwa..,61307732-5b5,0,---,0,No,10/3/2022,positive,notsarc,my
29572,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",allahh..dalam kandang tu ada kambing ke? dgar dia mengembek tu??,4df8d04d-056,0,---,0,No,8/3/2022,negative,notsarc,my
29573,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",allahualbar sedih nya sabar lh,2d5ac071-cfd,0,---,0,No,8/3/2022,positive,notsarc,my
29574,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",bang johor selalu hujan,ec943df1-9b2,0,---,0,No,23/5/2022,neutral,notsarc,my
29575,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",not the was salam muu for me ??,bac9ef09-7eb,0,---,0,No,10/3/2022,neutral,notsarc,en
29576,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",selamat tinggal pondok??,359ac0a5-e9e,0,---,0,No,15/3/2022,neutral,notsarc,my
29577,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",dut nya....??????,393bb351-fd6,0,---,0,No,7/3/2022,neutral,notsarc,my
29578,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",Kesian ayam2,ffddb7eb-2c3,1,---,0,No,8/3/2022,neutral,notsarc,my
29579,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",dah akhir zaman petanda semakin besar,f4857e27-f5c,0,---,0,No,7/4/2022,neutral,notsarc,my
29580,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",Sigemuk tu nk tunjuk hero hnyut diair deras baru da akai.. Baik jgn bertepi disitu,14e3f143-456,0,---,0,No,10/3/2022,negative,notsarc,my
29581,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",saya tinggal di sini??,ec0e2951-57e,0,---,0,No,7/3/2022,neutral,notsarc,my
29582,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",derasnyaairbahaya,9a89fdc9-9ed,0,---,0,No,8/3/2022,negative,notsarc,my
29583,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",aib member x jaga mat,d29e6a7a-dc2,0,---,0,No,8/3/2022,neutral,notsarc,my
29584,"Air sungai deras di Kampung Kuala Perdik, Hulu Langat petang ini. #trendingNewsMalaysia #fyp #beritaditiktok #banjirkilat Publish: 7-3-2022",Saya ingat banjir air milo sebab lori milo bocor,0aa0d383-0a6,0,---,0,No,8/3/2022,negative,sarc,my
29585,[7-Mar] Flash floods in several KL areas. #fyp #newsattiktok #trendingnewsmalaysia #banjir2022 #kl #malaysia #flood #banjirkilat Publish: 7-3-2022,takecare ??,307481ca-9bb,42,---,1,No,8/3/2022,positive,notsarc,en
29586,[7-Mar] Flash floods in several KL areas. #fyp #newsattiktok #trendingnewsmalaysia #banjir2022 #kl #malaysia #flood #banjirkilat Publish: 7-3-2022,banjir kilat. happens when govt don't improve shit on how to handle flash flood,94f3c8f6-b16,58,c3de20b3-826,---,Yes,8/3/2022,negative,notsarc,en
29587,[7-Mar] Flash floods in several KL areas. #fyp #newsattiktok #trendingnewsmalaysia #banjir2022 #kl #malaysia #flood #banjirkilat Publish: 7-3-2022,Ooh ya that happend to me,c3de20b3-826,1,c3de20b3-826,---,Yes,8/3/2022,neutral,notsarc,en
29588,[7-Mar] Flash floods in several KL areas. #fyp #newsattiktok #trendingnewsmalaysia #banjir2022 #kl #malaysia #flood #banjirkilat Publish: 7-3-2022,baru ingat nak pergi KL nasib baik x pergi ??,fc19759c-f0e,1,---,0,No,8/3/2022,neutral,notsarc,my
29589,[7-Mar] Flash floods in several KL areas. #fyp #newsattiktok #trendingnewsmalaysia #banjir2022 #kl #malaysia #flood #banjirkilat Publish: 7-3-2022,trauma lah dengan banjir ??,f395c362-0de,1,---,0,No,8/3/2022,neutral,notsarc,my
29590,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",rawang katne banjir???saya dok rawang…xde banjir pun kat sini…elok jew semuanya,5043891c-a9c,6,---,1,No,24/1/2022,neutral,notsarc,my
29591,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",sama la.. alhamdulillah elok je.. sy pn rawang,33d4b083-c08,0,5043891c-a9c,---,Yes,25/1/2022,positive,notsarc,my
29592,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",Rawang ktne ni. Memng lebt sngt hujan ptg smlm,c1219d03-68f,5,---,0,No,24/1/2022,neutral,notsarc,my
29593,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",pls Stay Safe..,8a853477-ee7,4,---,0,No,24/1/2022,positive,notsarc,en
29594,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",srmuga di permudahkan,0dcc738e-b3e,3,---,0,No,24/1/2022,positive,notsarc,my
29595,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",Hujan lebat ptg td,64ec4e1f-411,3,---,0,No,24/1/2022,neutral,notsarc,my
29596,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",Johor panas terik??,1c90a47b-fc8,3,---,0,No,24/1/2022,neutral,notsarc,my
29597,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",johor Panas lit lit..dah lama x hujan,5619b639-a63,3,---,0,No,24/1/2022,neutral,notsarc,my
29598,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",Taman tun Perak got flooding or not?,2b1e769a-a62,2,---,0,No,24/1/2022,neutral,notsarc,en
29599,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",buat ape muat naik video lama tu...,45b9ed8f-b43,2,---,0,No,24/1/2022,neutral,notsarc,my
29600,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",knp tak alihkan kereta Tu?,e6625ed5-5d6,2,---,0,No,24/1/2022,neutral,notsarc,my
29601,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",saya rasa Rawang Perdana tu,82b40af4-24d,2,---,0,No,24/1/2022,neutral,notsarc,my
29602,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",tak pasti...,ca97514b-d2e,0,ac5a71ee-e5b,---,Yes,24/1/2022,neutral,notsarc,my
29603,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",cri komen xmnjwab lokasi rawangnya??,ac5a71ee-e5b,0,ac5a71ee-e5b,---,Yes,24/1/2022,neutral,notsarc,my
29604,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",ni selangor Rawang ke,86c7d908-695,3,---,0,No,25/1/2022,neutral,notsarc,my
29605,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",Sebelah air terjun area tesco ke,684aedc4-f23,2,---,0,No,25/1/2022,neutral,notsarc,cm
29606,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",Aik banjir saya dok rawang ni,4f0ed900-185,2,---,0,No,25/1/2022,neutral,notsarc,my
29607,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",Aku dok Rawang elok Jee.. xde Pulak banjir??,f108df23-392,2,---,0,No,24/1/2022,neutral,notsarc,my
29608,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",semoga bajir kekal amin,9a159e4a-dbd,2,---,0,No,24/1/2022,negative,notsarc,my
29609,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",p claim KERAJAAAN 61K sbb Banjir,a597f9fb-ab8,4,---,0,No,24/1/2022,negative,notsarc,my
29610,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",Rawang mana yg banjir ini,a36b3120-1d1,3,---,0,No,24/1/2022,neutral,notsarc,my
29611,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",dah mula balik ke banjir besar??????,90389904-0df,3,---,0,No,24/1/2022,negative,notsarc,my
29612,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",allahuakbar.. banjir lagi..,8843579f-9a3,2,---,0,No,25/1/2022,neutral,notsarc,my
29613,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",lebat sungguh hujan semalam,761f3e99-781,2,---,0,No,25/1/2022,neutral,notsarc,my
29614,"Banjir kilat di Rawang, semoga semua kekal selamat #majoriti #banjirkilat #banjirrawang #banjir2022 #rawang Publish: 23-1-2022",Penang panas gila gila,a4c9a8f2-685,2,---,0,No,24/1/2022,neutral,notsarc,my
29615,Kucai lama banjir gais. hatihati di jalan raya! ?? Anthony #banjir #banjir2022 #kucailama #hujan #hujanlebat #staysafe #banjirkilat #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok Publish: 7-3-2022,Banyak ikan siakap keli dalam air teh tu ??,0925a643-255,104,---,3,No,7/3/2022,neutral,notsarc,my
29616,Kucai lama banjir gais. hatihati di jalan raya! ?? Anthony #banjir #banjir2022 #kucailama #hujan #hujanlebat #staysafe #banjirkilat #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok Publish: 7-3-2022,kesiannya yg terperangkap dalam keta tu ...entah nk mkn...entah nk membuang??????,b7dc2d5e-7f0,13,---,0,No,7/3/2022,negative,sarc,my
29617,Kucai lama banjir gais. hatihati di jalan raya! ?? Anthony #banjir #banjir2022 #kucailama #hujan #hujanlebat #staysafe #banjirkilat #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok Publish: 7-3-2022,ni bukan KESAS ke lps awan besar???,2cc76166-d4e,7,---,0,No,7/3/2022,neutral,notsarc,my
29618,Kucai lama banjir gais. hatihati di jalan raya! ?? Anthony #banjir #banjir2022 #kucailama #hujan #hujanlebat #staysafe #banjirkilat #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok Publish: 7-3-2022,Sian kl.. x ada tempat dh nk lari.. bila. banjir,dae0c84d-659,4,---,0,No,7/3/2022,negative,notsarc,my
29619,Kucai lama banjir gais. hatihati di jalan raya! ?? Anthony #banjir #banjir2022 #kucailama #hujan #hujanlebat #staysafe #banjirkilat #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok Publish: 7-3-2022,?? arininle uall? sorila xtgok brita?? apapun semoga dipermudahkan smua,7a719004-a7d,0,---,0,No,7/3/2022,positive,notsarc,my
29620,Kucai lama banjir gais. hatihati di jalan raya! ?? Anthony #banjir #banjir2022 #kucailama #hujan #hujanlebat #staysafe #banjirkilat #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok Publish: 7-3-2022,"Allow everyone to work fr home,lesser cars on the roads",d25cc47d-f90,0,---,0,No,7/3/2022,positive,notsarc,en
29621,Kucai lama banjir gais. hatihati di jalan raya! ?? Anthony #banjir #banjir2022 #kucailama #hujan #hujanlebat #staysafe #banjirkilat #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok Publish: 7-3-2022,Kesas bang semalam,bdfeafd3-ea4,0,---,0,No,8/3/2022,neutral,notsarc,my
29622,Kucai lama banjir gais. hatihati di jalan raya! ?? Anthony #banjir #banjir2022 #kucailama #hujan #hujanlebat #staysafe #banjirkilat #TrendingNewsMalaysia #BeritaDiTikTok #NewsAtTikTok Publish: 7-3-2022,tanda peringatan dan teguran drpd Allah swt,3d1f0e5d-1ec,0,---,0,No,7/3/2022,positive,notsarc,my
29623,sekali lagik di uji. banjir kilat di lembah Klang. sguh di Luar jangkaan. .Allah sedang menguji ?????? #banjirkilat #tasuefamily???? #fyp? #allahsedangmengujihambanya Publish: 8-3-2022,maaf ye kawan2 jika ada syas terlepas pdg. Terima ksih sudi singgah ??????????,054f7d4b-6a6,1,---,0,No,11/3/2022,neutral,notsarc,my
29624,sekali lagik di uji. banjir kilat di lembah Klang. sguh di Luar jangkaan. .Allah sedang menguji ?????? #banjirkilat #tasuefamily???? #fyp? #allahsedangmengujihambanya Publish: 8-3-2022,Semoga baik baik saja sis????,80a30fd4-513,1,---,0,No,9/3/2022,positive,notsarc,my
29625,sekali lagik di uji. banjir kilat di lembah Klang. sguh di Luar jangkaan. .Allah sedang menguji ?????? #banjirkilat #tasuefamily???? #fyp? #allahsedangmengujihambanya Publish: 8-3-2022,semoga semuanye baik2 aje..alhamdulillah setakat ni tmpt aku ok lg...sabar ye..Allah uji Allah syg??,b6638a88-9a4,1,---,0,No,8/3/2022,positive,notsarc,my
29626,sekali lagik di uji. banjir kilat di lembah Klang. sguh di Luar jangkaan. .Allah sedang menguji ?????? #banjirkilat #tasuefamily???? #fyp? #allahsedangmengujihambanya Publish: 8-3-2022,AllahuAkhbar terharunya ?? Semoga dipermudahkan segala urusan aamiin ????????,7670ee47-323,1,---,0,No,9/3/2022,positive,notsarc,my
29627,sekali lagik di uji. banjir kilat di lembah Klang. sguh di Luar jangkaan. .Allah sedang menguji ?????? #banjirkilat #tasuefamily???? #fyp? #allahsedangmengujihambanya Publish: 8-3-2022,Allahu?? sebaik baik perancangan Allah??,f8f23daf-a83,1,---,0,No,11/3/2022,positive,notsarc,my
29628,sekali lagik di uji. banjir kilat di lembah Klang. sguh di Luar jangkaan. .Allah sedang menguji ?????? #banjirkilat #tasuefamily???? #fyp? #allahsedangmengujihambanya Publish: 8-3-2022,allahu?? moga baik² saja pada mangsa terlibat,5ec9b066-e59,1,---,0,No,9/3/2022,positive,notsarc,my
29629,sekali lagik di uji. banjir kilat di lembah Klang. sguh di Luar jangkaan. .Allah sedang menguji ?????? #banjirkilat #tasuefamily???? #fyp? #allahsedangmengujihambanya Publish: 8-3-2022,singgah ??,e068fee7-579,1,---,0,No,23/3/2022,neutral,notsarc,my
29630,sekali lagik di uji. banjir kilat di lembah Klang. sguh di Luar jangkaan. .Allah sedang menguji ?????? #banjirkilat #tasuefamily???? #fyp? #allahsedangmengujihambanya Publish: 8-3-2022,adoiiiiiii ksian ????????,439878f7-112,1,---,0,No,16/3/2022,negative,notsarc,my
29631,sekali lagik di uji. banjir kilat di lembah Klang. sguh di Luar jangkaan. .Allah sedang menguji ?????? #banjirkilat #tasuefamily???? #fyp? #allahsedangmengujihambanya Publish: 8-3-2022,Terima kasih buat semua sahabat yg ats doa yg di tititpkan . semoga semua doa yg di berikan berbalik kepada sahabat2 jua????,054f7d4b-6a6,0,---,0,No,9/3/2022,positive,notsarc,my
